description,code,style,topic,keywords
"создай программу где переменной типа int присваивается значение переменной типа unsigned int с предупреждением о знаковости без using namespace std","#include <iostream>\n\nint main() {\n unsigned int positive = 4000000000;\n int signed_value = positive;\n std::cout << \"unsigned int: \" << positive << \", int (после присваивания): \" << signed_value << std::endl;\n return 0;\n}","explicit_std","variables_operations","unsigned_int,int,assignment_operator,implicit_conversion,signed_unsigned,potential_overflow,std::endl"
#
"напиши программу которая демонстрирует переполнение целочисленного типа при присваивании","#include <iostream>\n#include <climits>\nusing namespace std;\n\nint main() {\n short max_short = SHRT_MAX;\n cout << \"Максимальное значение short: \" << max_short << endl;\n max_short = max_short + 1;\n cout << \"После прибавления 1 (переполнение): \" << max_short << endl;\n return 0;\n}","using_namespace_std","variables_operations","short,integer_overflow,climits,SHRT_MAX,assignment_operator,arithmetic_plus,endl"
"напиши программу которая демонстрирует переполнение целочисленного типа при присваивании без using namespace std","#include <iostream>\n#include <climits>\n\nint main() {\n short max_short = SHRT_MAX;\n std::cout << \"Максимальное значение short: \" << max_short << std::endl;\n max_short = max_short + 1;\n std::cout << \"После прибавления 1 (переполнение): \" << max_short << std::endl;\n return 0;\n}","explicit_std","variables_operations","short,integer_overflow,climits,SHRT_MAX,assignment_operator,arithmetic_plus,std::endl"
#
"демонстрация приоритета операторов: результат присваивания зависит от скобок в арифметическом выражении","#include <iostream>\nusing namespace std;\n\nint main() {\n int a = 10, b = 3, c = 2;\n int result1 = a + b * c;\n int result2 = (a + b) * c;\n cout << \"Без скобок (a + b * c): \" << result1 << endl;\n cout << \"Со скобками ((a + b) * c): \" << result2 << endl;\n return 0;\n}","using_namespace_std","variables_operations","int,assignment_operator,operator_precedence,parentheses,arithmetic_plus,arithmetic_multiplication,endl"
"демонстрация приоритета операторов: результат присваивания зависит от скобок в арифметическом выражении без using namespace std","#include <iostream>\n\nint main() {\n int a = 10, b = 3, c = 2;\n int result1 = a + b * c;\n int result2 = (a + b) * c;\n std::cout << \"Без скобок (a + b * c): \" << result1 << std::endl;\n std::cout << \"Со скобками ((a + b) * c): \" << result2 << std::endl;\n return 0;\n}","explicit_std","variables_operations","int,assignment_operator,operator_precedence,parentheses,arithmetic_plus,arithmetic_multiplication,std::endl"
#
"реализуй программу с присваиванием переменной типа double значения с использованием экспоненциальной записи","#include <iostream>\nusing namespace std;\n\nint main() {\n double bigNumber = 1.23e6;\n double smallNumber = 5.67e-4;\n cout << \"Экспоненциальная запись 1.23e6: \" << bigNumber << endl;\n cout << \"Экспоненциальная запись 5.67e-4: \" << smallNumber << endl;\n return 0;\n}","using_namespace_std","variables_operations","double,assignment_operator,scientific_notation,exponential_notation,floating_point_literal,endl"
"реализуй программу с присваиванием переменной типа double значения с использованием экспоненциальной записи без using namespace std","#include <iostream>\n\nint main() {\n double bigNumber = 1.23e6;\n double smallNumber = 5.67e-4;\n std::cout << \"Экспоненциальная запись 1.23e6: \" << bigNumber << std::endl;\n std::cout << \"Экспоненциальная запись 5.67e-4: \" << smallNumber << std::endl;\n return 0;\n}","explicit_std","variables_operations","double,assignment_operator,scientific_notation,exponential_notation,floating_point_literal,std::endl"
#
"создай программу демонстрирующую присваивание переменной значения с плавающей точкой с использованием суффикса 'f'","#include <iostream>\nusing namespace std;\n\nint main() {\n float preciseFloat = 3.14159265f;\n double preciseDouble = 3.14159265;\n cout << \"float с суффиксом f: \" << preciseFloat << endl;\n cout << \"double без суффикса: \" << preciseDouble << endl;\n return 0;\n}","using_namespace_std","variables_operations","float,double,assignment_operator,literal_suffix,floating_point_literal,precision,endl"
"создай программу демонстрирующую присваивание переменной значения с плавающей точкой с использованием суффикса 'f' без using namespace std","#include <iostream>\n\nint main() {\n float preciseFloat = 3.14159265f;\n double preciseDouble = 3.14159265;\n std::cout << \"float с суффиксом f: \" << preciseFloat << std::endl;\n std::cout << \"double без суффикса: \" << preciseDouble << std::endl;\n return 0;\n}","explicit_std","variables_operations","float,double,assignment_operator,literal_suffix,floating_point_literal,precision,std::endl"
#
"напиши программу где переменной присваивается результат операции поразрядного исключающего ИЛИ (^) для переключения битов","#include <iostream>\nusing namespace std;\n\nint main() {\n unsigned char state = 0b10101010;\n unsigned char toggle = 0b11110000;\n unsigned char result = state ^ toggle;\n cout << \"Результат state ^ toggle (переключение битов): \" << +result << endl;\n return 0;\n}","using_namespace_std","variables_operations","unsigned_char,assignment_operator,bitwise_xor,bit_operations,bit_toggling,binary_literal,endl"
"напиши программу где переменной присваивается результат операции поразрядного исключающего ИЛИ (^) для переключения битов без using namespace std","#include <iostream>\n\nint main() {\n unsigned char state = 0b10101010;\n unsigned char toggle = 0b11110000;\n unsigned char result = state ^ toggle;\n std::cout << \"Результат state ^ toggle (переключение битов): \" << +result << std::endl;\n return 0;\n}","explicit_std","variables_operations","unsigned_char,assignment_operator,bitwise_xor,bit_operations,bit_toggling,binary_literal,std::endl"
#
"создай программу демонстрирующую присваивание переменной результата операции поразрядного ИЛИ (|) для объединения флагов","#include <iostream>\nusing namespace std;\n\nint main() {\n unsigned int flag_read = 1 << 0;\n unsigned int flag_write = 1 << 1;\n unsigned int permissions = flag_read | flag_write;\n cout << \"Объединенные флаги (read | write): \" << permissions << endl;\n return 0;\n}","using_namespace_std","variables_operations","unsigned_int,assignment_operator,bitwise_or,bit_operations,bit_shift_left,flags,bitmask,endl"
"создай программу демонстрирующую присваивание переменной результата операции поразрядного ИЛИ (|) для объединения флагов без using namespace std","#include <iostream>\n\nint main() {\n unsigned int flag_read = 1 << 0;\n unsigned int flag_write = 1 << 1;\n unsigned int permissions = flag_read | flag_write;\n std::cout << \"Объединенные флаги (read | write): \" << permissions << std::endl;\n return 0;\n}","explicit_std","variables_operations","unsigned_int,assignment_operator,bitwise_or,bit_operations,bit_shift_left,flags,bitmask,std::endl"
#
"создай программу с использованием оператора sizeof для определения размера переменной и типа данных с присваиванием результата","#include <iostream>\nusing namespace std;\n\nint main() {\n size_t size_of_int = sizeof(int);\n size_t size_of_var = sizeof(size_of_int);\n cout << \"Размер int: \" << size_of_int << \" байт. Размер переменной size_of_int: \" << size_of_var << \" байт.\" << endl;\n return 0;\n}","using_namespace_std","variables_operations","sizeof,size_t,assignment_operator,type_trait,endl"
"создай программу с использованием оператора sizeof для определения размера переменной и типа данных с присваиванием результата без using namespace std","#include <iostream>\n\nint main() {\n size_t size_of_int = sizeof(int);\n size_t size_of_var = sizeof(size_of_int);\n std::cout << \"Размер int: \" << size_of_int << \" байт. Размер переменной size_of_int: \" << size_of_var << \" байт.\" << std::endl;\n return 0;\n}","explicit_std","variables_operations","sizeof,size_t,assignment_operator,type_trait,std::endl"
#
"реализуй программу для расчета коэффициента Сортино с вводом пользовательских данных","#include <iostream>\nusing namespace std;\n\nint main() {\n double portfolio_return, risk_free_rate, downside_volatility;\n cout << "Введите доходность портфеля, безрисковую ставку и downside волатильность: ";\n cin >> portfolio_return >> risk_free_rate >> downside_volatility;\n double sortino_ratio = (portfolio_return - risk_free_rate) / downside_volatility;\n cout << "Коэффициент Сортино: " << sortino_ratio << endl;\n return 0;\n}","using_namespace_std","variables_operations","cin,cout,double,arithmetic_minus,arithmetic_division,financial_ratio,Sortino_ratio,endl"
"реализуй программу для расчета коэффициента Сортино с вводом пользовательских данных без using namespace std","#include <iostream>\n\nint main() {\n double portfolio_return, risk_free_rate, downside_volatility;\n std::cout << "Введите доходность портфеля, безрисковую ставку и downside волатильность: ";\n std::cin >> portfolio_return >> risk_free_rate >> downside_volatility;\n double sortino_ratio = (portfolio_return - risk_free_rate) / downside_volatility;\n std::cout << "Коэффициент Сортино: " << sortino_ratio << std::endl;\n return 0;\n}","explicit_std","variables_operations","std::cin,std::cout,double,arithmetic_minus,arithmetic_division,financial_ratio,Sortino_ratio,std::endl"
# ----------------------------------------------------------------------------------------------------------------------------------------
#       - типы данных                           data_types                      int, double, char, bool         (2%) ~100 строк        100
# ----------------------------------------------------------------------------------------------------------------------------------------
"напиши программу которая выводит размер типа int в байтах","#include <iostream>\nusing namespace std;\n\nint main() {\n cout << \"Размер int: \" << sizeof(int) << \" байт\" << endl;\n return 0;\n}","using_namespace_std","data_types","sizeof,type_size,memory_size,int,cout,endl"
"напиши программу которая выводит размер типа int в байтах без using namespace std","#include <iostream>\n\nint main() {\n std::cout << \"Размер int: \" << sizeof(int) << \" байт\" << std::endl;\n return 0;\n}","explicit_std","data_types","sizeof,type_size,memory_size,int,std::cout,std::endl"
#
"напиши программу которая выводит размер типа bool в байтах","#include <iostream>\nusing namespace std;\n\nint main() {\n cout << \"Размер bool: \" << sizeof(bool) << \" байт\" << endl;\n return 0;\n}","using_namespace_std","data_types","bool,sizeof,type_size,memory_size,boolean,cout,endl"
"напиши программу которая выводит размер типа bool в байтах без using namespace std","#include <iostream>\n\nint main() {\n std::cout << \"Размер bool: \" << sizeof(bool) << \" байт\" << std::endl;\n return 0;\n}","explicit_std","data_types","bool,sizeof,type_size,memory_size,boolean,std::cout,std::endl"
#
"создай программу которая объявляет и использует константу типа double","#include <iostream>\nusing namespace std;\n\nint main() {\n const double PI = 3.14159;\n cout << \"PI = \" << PI << endl;\n return 0;\n}","using_namespace_std","data_types","const,constant_variable,double,immutable,cout,endl"
"создай программу которая объявляет и использует константу типа double без using namespace std","#include <iostream>\n\nint main() {\n const double PI = 3.14159;\n std::cout << \"PI = \" << PI << std::endl;\n return 0;\n}","explicit_std","data_types","const,constant_variable,double,immutable,std::cout,std::endl"
#
"напиши программу инициализирующую указатель значением nullptr","#include <iostream>\nusing namespace std;\n\nint main() {\n int* ptr = nullptr;\n cout << \"Значение указателя: \" << ptr << endl;\n return 0;\n}","using_namespace_std","data_types","nullptr,pointer_initialization,modern_cpp,pointer,null_pointer,cout,endl"
"напиши программу инициализирующую указатель значением nullptr без using namespace std","#include <iostream>\n\nint main() {\n int* ptr = nullptr;\n std::cout << \"Значение указателя: \" << ptr << std::endl;\n return 0;\n}","explicit_std","data_types","nullptr,pointer_initialization,modern_cpp,pointer,null_pointer,std::cout,std::endl"
#
"создай программу определяющую выравнивание (alignment) типа int","#include <iostream>\nusing namespace std;\n\nint main() {\n cout << \"Выравнивание типа int: \" << alignof(int) << \" байт\" << endl;\n return 0;\n}","using_namespace_std","data_types","alignof,memory_alignment,data_alignment,int,cout,endl"
"создай программу определяющую выравнивание (alignment) типа int без using namespace std","#include <iostream>\n\nint main() {\n std::cout << \"Выравнивание типа int: \" << alignof(int) << \" байт\" << std::endl;\n return 0;\n}","explicit_std","data_types","alignof,memory_alignment,data_alignment,int,std::cout,std::endl"
#
"напиши программу которая показывает переполнение беззнакового целого типа","#include <iostream>\nusing namespace std;\n\nint main() {\n unsigned int x = 0;\n x = x - 1;\n cout << \"0 - 1 для unsigned int: \" << x << endl;\n return 0;\n}","using_namespace_std","data_types","unsigned,integer_overflow,wrap_around,unsigned_wrap,cout,endl"
"напиши программу которая показывает переполнение беззнакового целого типа без using namespace std","#include <iostream>\n\nint main() {\n unsigned int x = 0;\n x = x - 1;\n std::cout << \"0 - 1 для unsigned int: \" << x << std::endl;\n return 0;\n}","explicit_std","data_types","unsigned,integer_overflow,wrap_around,unsigned_wrap,std::cout,std::endl"
#
"реализуй программу которая объявляет константное целое число и пытается его изменить","#include <iostream>\nusing namespace std;\n\nint main() {\n const int days_in_week = 7;\n cout << \"Дней в неделе: \" << days_in_week << endl;\n return 0;\n}","using_namespace_std","data_types","const,constant,integer,readonly_variable,compile_error,cout,endl"
"реализуй программу которая объявляет константное целое число и пытается его изменить без using namespace std","#include <iostream>\n\nint main() {\n const int days_in_week = 7;\n std::cout << \"Дней в неделе: \" << days_in_week << std::endl;\n return 0;\n}","explicit_std","data_types","const,constant,integer,readonly_variable,compile_error,std::cout,std::endl"
#
"реализуй программу создающую псевдоним типа с помощью typedef","#include <iostream>\nusing namespace std;\n\ntypedef unsigned long ulong;\n\nint main() {\n ulong bigNumber = 123456789;\n cout << \"Большое число: \" << bigNumber << endl;\n return 0;\n}","using_namespace_std","data_types","typedef,type_alias,unsigned_long,type_definition,cout,endl"
"реализуй программу создающую псевдоним типа с помощью typedef без using namespace std","#include <iostream>\n\ntypedef unsigned long ulong;\n\nint main() {\n ulong bigNumber = 123456789;\n std::cout << \"Большое число: \" << bigNumber << std::endl;\n return 0;\n}","explicit_std","data_types","typedef,type_alias,unsigned_long,type_definition,std::cout,std::endl"
#
"реализуй программу использующую decltype для определения типа переменной","#include <iostream>\nusing namespace std;\n\nint main() {\n int x = 5;\n decltype(x) y = 10;\n cout << \"x = \" << x << \", y (через decltype) = \" << y << endl;\n return 0;\n}","using_namespace_std","data_types","decltype,type_deduction,type_inference,type_trait,cout,endl"
"реализуй программу использующую decltype для определения типа переменной без using namespace std","#include <iostream>\n\nint main() {\n int x = 5;\n decltype(x) y = 10;\n std::cout << \"x = \" << x << \", y (через decltype) = \" << y << std::endl;\n return 0;\n}","explicit_std","data_types","decltype,type_deduction,type_inference,type_trait,std::cout,std::endl"
#
"создай программу которая показывает минимальное значение для типа int","#include <iostream>\n#include <climits>\nusing namespace std;\n\nint main() {\n cout << \"INT_MIN: \" << INT_MIN << endl;\n cout << \"INT_MAX: \" << INT_MAX << endl;\n return 0;\n}","using_namespace_std","data_types","int,INT_MIN,INT_MAX,climits,limits,minimum,maximum,cout,endl"
"создай программу которая показывает минимальное значение для типа int без using namespace std","#include <iostream>\n#include <climits>\n\nint main() {\n std::cout << \"INT_MIN: \" << INT_MIN << std::endl;\n std::cout << \"INT_MAX: \" << INT_MAX << std::endl;\n return 0;\n}","explicit_std","data_types","int,INT_MIN,INT_MAX,climits,limits,minimum,maximum,std::cout,std::endl"
#
"напиши программу которая выводит максимальное значение для типа char","#include <iostream>\n#include <climits>\nusing namespace std;\n\nint main() {\n cout << \"CHAR_MAX: \" << CHAR_MAX << endl;\n cout << \"UCHAR_MAX: \" << UCHAR_MAX << endl;\n return 0;\n}","using_namespace_std","data_types","char,CHAR_MAX,UCHAR_MAX,climits,limits,maximum_value,cout,endl"
"напиши программу которая выводит максимальное значение для типа char без using namespace std","#include <iostream>\n#include <climits>\n\nint main() {\n std::cout << \"CHAR_MAX: \" << CHAR_MAX << std::endl;\n std::cout << \"UCHAR_MAX: \" << UCHAR_MAX << std::endl;\n return 0;\n}","explicit_std","data_types","char,CHAR_MAX,UCHAR_MAX,climits,limits,maximum_value,std::cout,std::endl"
#
"напиши программу демонстрирующую область видимости переменных и затенение имен","#include <iostream>\nusing namespace std;\n\nint main() {\n int x = 5;\n {\n int x = 10;\n cout << \"Внутренний x: \" << x << endl;\n }\n cout << \"Внешний x: \" << x << endl;\n return 0;\n}","using_namespace_std","data_types","scope,block_scope,variable_shadowing,name_hiding,cout,endl"
"напиши программу демонстрирующую область видимости переменных и затенение имен без using namespace std","#include <iostream>\n\nint main() {\n int x = 5;\n {\n int x = 10;\n std::cout << \"Внутренний x: \" << x << std::endl;\n }\n std::cout << \"Внешний x: \" << x << std::endl;\n return 0;\n}","explicit_std","data_types","scope,block_scope,variable_shadowing,name_hiding,std::cout,std::endl"
#
"напиши программу которая демонстрирует разницу между signed и unsigned int","#include <iostream>\nusing namespace std;\n\nint main() {\n signed int s = -10;\n unsigned int u = 10;\n cout << \"signed int: \" << s << endl;\n cout << \"unsigned int: \" << u << endl;\n return 0;\n}","using_namespace_std","data_types","signed,unsigned,int,positive,negative,integer,cout,endl"
"напиши программу которая демонстрирует разницу между signed и unsigned int без using namespace std","#include <iostream>\n\nint main() {\n signed int s = -10;\n unsigned int u = 10;\n std::cout << \"signed int: \" << s << std::endl;\n std::cout << \"unsigned int: \" << u << std::endl;\n return 0;\n}","explicit_std","data_types","signed,unsigned,int,positive,negative,integer,std::cout,std::endl"
#
"напиши программу демонстрирующую явное преобразование типа с помощью static_cast","#include <iostream>\nusing namespace std;\n\nint main() {\n double d = 3.14;\n int i = static_cast<int>(d);\n cout << \"double: \" << d << \", после преобразования в int: \" << i << endl;\n return 0;\n}","using_namespace_std","data_types","static_cast,explicit_type_conversion,type_casting,double,int,truncation,cout,endl"
"напиши программу демонстрирующую явное преобразование типа с помощью static_cast без using namespace std","#include <iostream>\n\nint main() {\n double d = 3.14;\n int i = static_cast<int>(d);\n std::cout << \"double: \" << d << \", после преобразования в int: \" << i << std::endl;\n return 0;\n}","explicit_std","data_types","static_cast,explicit_type_conversion,type_casting,double,int,truncation,std::cout,std::endl"
#
"напиши программу которая объявляет переменную типа char и выводит ее как символ и как число","#include <iostream>\nusing namespace std;\n\nint main() {\n char letter = 'A';\n cout << \"Символ: \" << letter << endl;\n cout << \"Числовое значение: \" << int(letter) << endl;\n return 0;\n}","using_namespace_std","data_types","char,character,integer_cast,type_conversion,output,cout,endl"
"напиши программу которая объявляет переменную типа char и выводит ее как символ и как число без using namespace std","#include <iostream>\n\nint main() {\n char letter = 'A';\n std::cout << \"Символ: \" << letter << std::endl;\n std::cout << \"Числовое значение: \" << int(letter) << std::endl;\n return 0;\n}","explicit_std","data_types","char,character,integer_cast,type_conversion,output,std::cout,std::endl"
#
"реализуй программу которая сравнивает два целых числа разных типов","#include <iostream>\nusing namespace std;\n\nint main() {\n int a = 300;\n char b = 44;\n cout << \"int: \" << a << endl;\n cout << \"char: \" << int(b) << endl;\n cout << \"a > b: \" << (a > b) << endl;\n return 0;\n}","using_namespace_std","data_types","comparison,int,char,relational_operators,type_conversion,cout,endl"
"реализуй программу которая сравнивает два целых числа разных типов без using namespace std","#include <iostream>\n\nint main() {\n int a = 300;\n char b = 44;\n std::cout << \"int: \" << a << std::endl;\n std::cout << \"char: \" << int(b) << std::endl;\n std::cout << \"a > b: \" << (a > b) << std::endl;\n return 0;\n}","explicit_std","data_types","comparison,int,char,relational_operators,type_conversion,std::cout,std::endl"
#
"создай программу которая использует тип string из стандартной библиотеки","#include <iostream>\n#include <string>\nusing namespace std;\n\nint main() {\n string greeting = \"Привет, мир!\";\n cout << greeting << endl;\n cout << \"Длина строки: \" << greeting.length() << endl;\n return 0;\n}","using_namespace_std","data_types","string,std::string,length,text,standard_library,cout,endl"
"создай программу которая использует тип string из стандартной библиотеки без using namespace std","#include <iostream>\n#include <string>\n\nint main() {\n std::string greeting = \"Привет, мир!\";\n std::cout << greeting << std::endl;\n std::cout << \"Длина строки: \" << greeting.length() << std::endl;\n return 0;\n}","explicit_std","data_types","string,std::string,length,text,standard_library,std::cout,std::endl"
#
"создай программу которая показывает разницу между целыми числами int и short","#include <iostream>\nusing namespace std;\n\nint main() {\n int big_number = 32768;\n short small_number = 32767;\n cout << \"int: \" << big_number << endl;\n cout << \"short: \" << small_number << endl;\n return 0;\n}","using_namespace_std","data_types","int,short,integer_types,type_differences,value_range,cout,endl"
"создай программу которая показывает разницу между целыми числами int и short без using namespace std","#include <iostream>\n\nint main() {\n int big_number = 32768;\n short small_number = 32767;\n std::cout << \"int: \" << big_number << std::endl;\n std::cout << \"short: \" << small_number << std::endl;\n return 0;\n}","explicit_std","data_types","int,short,integer_types,type_differences,value_range,std::cout,std::endl"
#
"создай программу которая показывает минимальное и максимальное значение для типа short с использованием climits","#include <iostream>\n#include <climits>\nusing namespace std;\n\nint main() {\n cout << \"SHRT_MIN = \" << SHRT_MIN << endl;\n cout << \"SHRT_MAX = \" << SHRT_MAX << endl;\n return 0;\n}","using_namespace_std","data_types","short,climits,SHRT_MIN,SHRT_MAX,limits,macro,cout,endl"
"создай программу которая показывает минимальное и максимальное значение для типа short с использованием climits без using namespace std","#include <iostream>\n#include <climits>\n\nint main() {\n std::cout << \"SHRT_MIN = \" << SHRT_MIN << std::endl;\n std::cout << \"SHRT_MAX = \" << SHRT_MAX << std::endl;\n return 0;\n}","explicit_std","data_types","short,climits,SHRT_MIN,SHRT_MAX,limits,macro,std::cout,std::endl"
#
"создай программу использующую модификатор register (устаревший в C++17) как пример исторического типа хранения","#include <iostream>\nusing namespace std;\n\nint main() {\n register int counter;\n for(counter = 0; counter < 5; ++counter) {\n cout << counter << ' ';\n }\n cout << endl;\n return 0;\n}","using_namespace_std","data_types","register,storage_class_specifier,deprecated,historical,optimization_hint,for_loop,cout,endl"
"создай программу использующую модификатор register (устаревший в C++17) как пример исторического типа хранения без using namespace std","#include <iostream>\n\nint main() {\n register int counter;\n for(counter = 0; counter < 5; ++counter) {\n std::cout << counter << ' ';\n }\n std::cout << std::endl;\n return 0;\n}","explicit_std","data_types","register,storage_class_specifier,deprecated,historical,optimization_hint,for_loop,std::cout,std::endl"
#
"создай программу демонстрирующую использование статической локальной переменной в функции","#include <iostream>\nusing namespace std;\n\nvoid counter() {\n static int count = 0;\n count++;\n cout << \"Счетчик: \" << count << endl;\n}\n\nint main() {\n counter();\n counter();\n counter();\n return 0;\n}","using_namespace_std","data_types","static,static_variable,local_variable,persistent_storage,function,cout,endl"
"создай программу демонстрирующую использование статической локальной переменной в функции без using namespace std","#include <iostream>\n\nvoid counter() {\n static int count = 0;\n count++;\n std::cout << \"Счетчик: \" << count << std::endl;\n}\n\nint main() {\n counter();\n counter();\n counter();\n return 0;\n}","explicit_std","data_types","static,static_variable,local_variable,persistent_storage,function,std::cout,std::endl"
#
"напиши программу которая определяет, является ли знаковый char по умолчанию signed или unsigned","#include <iostream>\nusing namespace std;\n\nint main() {\n char c = -1;\n if (c < 0) {\n cout << \"char является signed\" << endl;\n } else {\n cout << \"char является unsigned\" << endl;\n }\n return 0;\n}","using_namespace_std","data_types","char,signed_char,unsigned_char,signedness,type_property,if_statement,cout,endl"
"напиши программу которая определяет, является ли знаковый char по умолчанию signed или unsigned без using namespace std","#include <iostream>\n\nint main() {\n char c = -1;\n if (c < 0) {\n std::cout << \"char является signed\" << std::endl;\n } else {\n std::cout << \"char является unsigned\" << std::endl;\n }\n return 0;\n}","explicit_std","data_types","char,signed_char,unsigned_char,signedness,type_property,if_statement,std::cout,std::endl"
#
"создай программу демонстрирующую создание псевдонима типа с использованием using (современная замена typedef)","#include <iostream>\nusing namespace std;\n\nusing Byte = unsigned char;\n\nint main() {\n Byte data = 0xFF;\n cout << \"Значение типа Byte: \" << static_cast<int>(data) << endl;\n return 0;\n}","using_namespace_std","data_types","using,type_alias,modern_cpp,typedef_replacement,Byte,unsigned_char,static_cast,cout,endl"
"создай программу демонстрирующую создание псевдонима типа с использованием using (современная замена typedef) без using namespace std","#include <iostream>\n\nusing Byte = unsigned char;\n\nint main() {\n Byte data = 0xFF;\n std::cout << \"Значение типа Byte: \" << static_cast<int>(data) << std::endl;\n return 0;\n}","explicit_std","data_types","using,type_alias,modern_cpp,typedef_replacement,Byte,unsigned_char,static_cast,std::cout,std::endl"
#
"напиши программу сравнивающую размеры типов данных long и long long на текущей платформе","#include <iostream>\nusing namespace std;\n\nint main() {\n cout << \"sizeof(long): \" << sizeof(long) << \" байт\" << endl;\n cout << \"sizeof(long long): \" << sizeof(long long) << \" байт\" << endl;\n return 0;\n}","using_namespace_std","data_types","long,long_long,sizeof,type_size,platform_dependent,comparison,cout,endl"
"напиши программу сравнивающую размеры типов данных long и long long на текущей платформе без using namespace std","#include <iostream>\n\nint main() {\n std::cout << \"sizeof(long): \" << sizeof(long) << \" байт\" << std::endl;\n std::cout << \"sizeof(long long): \" << sizeof(long long) << \" байт\" << std::endl;\n return 0;\n}","explicit_std","data_types","long,long_long,sizeof,type_size,platform_dependent,comparison,std::cout,std::endl"
#
"реализуй программу которая демонстрирует объявление и инициализацию массива целых чисел","#include <iostream>\nusing namespace std;\n\nint main() {\n int numbers[5] = {1, 2, 3, 4, 5};\n cout << \"Первый элемент: \" << numbers[0] << endl;\n cout << \"Последний элемент: \" << numbers[4] << endl;\n return 0;\n}","using_namespace_std","data_types","array,initialization,indexing,int,collection,cout,endl"
"реализуй программу которая демонстрирует объявление и инициализацию массива целых чисел без using namespace std","#include <iostream>\n\nint main() {\n int numbers[5] = {1, 2, 3, 4, 5};\n std::cout << \"Первый элемент: \" << numbers[0] << std::endl;\n std::cout << \"Последний элемент: \" << numbers[4] << std::endl;\n return 0;\n}","explicit_std","data_types","array,initialization,indexing,int,collection,std::cout,std::endl"
#
"напиши программу которая демонстрирует деление целых чисел и деление с плавающей точкой","#include <iostream>\nusing namespace std;\n\nint main() {\n int a = 7;\n int b = 2;\n cout << \"Целочисленное деление: \" << a / b << endl;\n cout << \"Деление с плавающей точкой: \" << float(a) / b << endl;\n return 0;\n}","using_namespace_std","data_types","division,integer_division,float_division,type_conversion,truncation,cout,endl"
"напиши программу которая демонстрирует деление целых чисел и деление с плавающей точкой без using namespace std","#include <iostream>\n\nint main() {\n int a = 7;\n int b = 2;\n std::cout << \"Целочисленное деление: \" << a / b << std::endl;\n std::cout << \"Деление с плавающей точкой: \" << float(a) / b << std::endl;\n return 0;\n}","explicit_std","data_types","division,integer_division,float_division,type_conversion,truncation,std::cout,std::endl"
#
"напиши программу демонстрирующую переполнение целочисленного типа int","#include <iostream>\n#include <climits>\nusing namespace std;\n\nint main() {\n int max_int = INT_MAX;\n cout << \"Максимальный int: \" << max_int << endl;\n max_int++;\n cout << \"После инкремента (переполнение): \" << max_int << endl;\n return 0;\n}","using_namespace_std","data_types","int,integer_overflow,INT_MAX,climits,increment,undefined_behavior,cout,endl"
"напиши программу демонстрирующую переполнение целочисленного типа int без using namespace std","#include <iostream>\n#include <climits>\n\nint main() {\n int max_int = INT_MAX;\n std::cout << \"Максимальный int: \" << max_int << std::endl;\n max_int++;\n std::cout << \"После инкремента (переполнение): \" << max_int << std::endl;\n return 0;\n}","explicit_std","data_types","int,integer_overflow,INT_MAX,climits,increment,undefined_behavior,std::cout,std::endl"
#
"реализуй программу которая показывает разницу между префиксным и постфиксным инкрементом","#include <iostream>\nusing namespace std;\n\nint main() {\n int x = 5;\n int y = 5;\n cout << \"Префиксный ++x: \" << ++x << endl;\n cout << \"Постфиксный y++: \" << y++ << endl;\n cout << \"После y++: \" << y << endl;\n return 0;\n}","using_namespace_std","data_types","increment,prefix,postfix,operator,preincrement,postincrement,cout,endl"
"реализуй программу которая показывает разницу между префиксным и постфиксным инкрементом без using namespace std","#include <iostream>\n\nint main() {\n int x = 5;\n int y = 5;\n std::cout << \"Префиксный ++x: \" << ++x << std::endl;\n std::cout << \"Постфиксный y++: \" << y++ << std::endl;\n std::cout << \"После y++: \" << y << std::endl;\n return 0;\n}","explicit_std","data_types","increment,prefix,postfix,operator,preincrement,postincrement,std::cout,std::endl"
#
"создай программу демонстрирующую явное указание типа литерала с плавающей точкой через суффикс f","#include <iostream>\nusing namespace std;\n\nint main() {\n float f_val = 3.14159f;\n double d_val = 3.14159;\n cout << \"float литерал (с f): \" << f_val << endl;\n cout << \"double литерал: \" << d_val << endl;\n return 0;\n}","using_namespace_std","data_types","float,double,literal,floating_point_literal,suffix_f,type_specification,cout,endl"
"создай программу демонстрирующую явное указание типа литерала с плавающей точкой через суффикс f без using namespace std","#include <iostream>\n\nint main() {\n float f_val = 3.14159f;\n double d_val = 3.14159;\n std::cout << \"float литерал (с f): \" << f_val << std::endl;\n std::cout << \"double литерал: \" << d_val << std::endl;\n return 0;\n}","explicit_std","data_types","float,double,literal,floating_point_literal,suffix_f,type_specification,std::cout,std::endl"
#
"создай программу показывающую использование атрибута [[maybe_unused]] для подавления предупреждений о неиспользуемых переменных","#include <iostream>\nusing namespace std;\n\nint main() {\n [[maybe_unused]] int debug_value = 42;\n int used_value = 10;\n cout << \"Используемое значение: \" << used_value << endl;\n return 0;\n}","using_namespace_std","data_types","maybe_unused,attribute,C++17,warning_suppression,unused_variable,debug,cout,endl"
