description,code,style,topic,keywords
#
"создай программу которая реализует тип Variant с union, enum и конструкторами для разных типов данных","#include <iostream>\n#include <string>\n#include <cstring>\nusing namespace std;\n\nstruct Variant {\n    enum Type { INT, DOUBLE, STRING } type;\n    \n    union {\n        int intValue;\n        double doubleValue;\n        char stringValue[32];\n    };\n    \n    // Конструкторы\n    Variant(int val) : type(INT) { intValue = val; }\n    Variant(double val) : type(DOUBLE) { doubleValue = val; }\n    Variant(const string& str) : type(STRING) {\n        strncpy(stringValue, str.c_str(), 31);\n        stringValue[31] = '\\0';\n    }\n    \n    void print() const {\n        switch (type) {\n            case INT: \n                cout << \"int: \" << intValue; \n                break;\n            case DOUBLE: \n                cout << \"double: \" << doubleValue; \n                break;\n            case STRING: \n                cout << \"string: \\\"\" << stringValue << \"\\\"\"; \n                break;\n        }\n        cout << endl;\n    }\n};\n\nint main() {\n    Variant v1(42);\n    Variant v2(3.14);\n    Variant v3(\"Hello\");\n    \n    cout << \"Значения Variant:\" << endl;\n    v1.print();\n    v2.print();\n    v3.print();\n    \n    cout << \"\\nРазмер Variant: \" << sizeof(Variant) << \" байт\" << endl;\n    \n    return 0;\n}","using_namespace_std","unions","variant_type,union_in_struct,enum_discriminator,multiple_constructors,strncpy,memory_efficiency,sizeof,switch_statement"
"создай программу которая реализует тип Variant с union, enum и конструкторами для разных типов данных без using namespace std","#include <iostream>\n#include <string>\n#include <cstring>\n\nstruct Variant {\n    enum Type { INT, DOUBLE, STRING } type;\n    \n    union {\n        int intValue;\n        double doubleValue;\n        char stringValue[32];\n    };\n    \n    // Конструкторы\n    Variant(int val) : type(INT) { intValue = val; }\n    Variant(double val) : type(DOUBLE) { doubleValue = val; }\n    Variant(const std::string& str) : type(STRING) {\n        std::strncpy(stringValue, str.c_str(), 31);\n        stringValue[31] = '\\0';\n    }\n    \n    void print() const {\n        switch (type) {\n            case INT: \n                std::cout << \"int: \" << intValue; \n                break;\n            case DOUBLE: \n                std::cout << \"double: \" << doubleValue; \n                break;\n            case STRING: \n                std::cout << \"string: \\\"\" << stringValue << \"\\\"\"; \n                break;\n        }\n        std::cout << std::endl;\n    }\n};\n\nint main() {\n    Variant v1(42);\n    Variant v2(3.14);\n    Variant v3(\"Hello\");\n    \n    std::cout << \"Значения Variant:\" << std::endl;\n    v1.print();\n    v2.print();\n    v3.print();\n    \n    std::cout << \"\\nРазмер Variant: \" << sizeof(Variant) << \" байт\" << std::endl;\n    \n    return 0;\n}","explicit_std","unions","variant_type,union_in_struct,enum_discriminator,multiple_constructors,std::strncpy,memory_efficiency,sizeof,switch_statement,std::cout,std::endl"
#
"напиши программу с union для обработки сетевых пакетов с различными типами заголовков","#include <iostream>\n#include <cstring>\n#include <cstdint>\n#include <arpa/inet.h>\nusing namespace std;\n\n#pragma pack(push, 1)\nunion NetworkPacket {\n    struct {\n        uint8_t dest_mac[6];\n        uint8_t src_mac[6];\n        uint16_t ethertype;\n    } ethernet;\n    \n    struct {\n        uint8_t version_ihl;\n        uint8_t tos;\n        uint16_t total_length;\n        uint16_t identification;\n        uint16_t flags_fragment;\n        uint8_t ttl;\n        uint8_t protocol;\n        uint16_t checksum;\n        uint32_t src_ip;\n        uint32_t dest_ip;\n    } ip;\n    \n    uint8_t raw_data[60];\n};\n#pragma pack(pop)\n\nint main() {\n    NetworkPacket packet;\n    memset(&packet, 0, sizeof(packet));\n    \n    packet.ethernet.ethertype = 0x0800;\n    packet.ip.version_ihl = 0x45;\n    packet.ip.total_length = htons(60);\n    packet.ip.ttl = 64;\n    packet.ip.protocol = 6;\n    packet.ip.src_ip = 0xC0A80101;\n    packet.ip.dest_ip = 0xC0A80102;\n    \n    cout << \"Размер пакета: \" << sizeof(packet) << \" байт\" << endl;\n    cout << \"Ethertype: 0x\" << hex << packet.ethernet.ethertype << dec << endl;\n    cout << \"IP версия: \" << (packet.ip.version_ihl >> 4) << endl;\n    cout << \"Протокол: \" << (int)packet.ip.protocol << endl;\n    \n    return 0;\n}","using_namespace_std","unions","network_programming,packet_parsing,pragma_pack,memory_alignment,protocol_headers,ethertype,ipv4_header,memset,htonl,arpa_inet.h,cstdint"
"напиши программу с union для обработки сетевых пакетов с различными типами заголовков без using namespace std","#include <iostream>\n#include <cstring>\n#include <cstdint>\n#include <arpa/inet.h>\n\n#pragma pack(push, 1)\nunion NetworkPacket {\n    struct {\n        uint8_t dest_mac[6];\n        uint8_t src_mac[6];\n        uint16_t ethertype;\n    } ethernet;\n    \n    struct {\n        uint8_t version_ihl;\n        uint8_t tos;\n        uint16_t total_length;\n        uint16_t identification;\n        uint16_t flags_fragment;\n        uint8_t ttl;\n        uint8_t protocol;\n        uint16_t checksum;\n        uint32_t src_ip;\n        uint32_t dest_ip;\n    } ip;\n    \n    uint8_t raw_data[60];\n};\n#pragma pack(pop)\n\nint main() {\n    NetworkPacket packet;\n    std::memset(&packet, 0, sizeof(packet));\n    \n    packet.ethernet.ethertype = 0x0800;\n    packet.ip.version_ihl = 0x45;\n    packet.ip.total_length = htons(60);\n    packet.ip.ttl = 64;\n    packet.ip.protocol = 6;\n    packet.ip.src_ip = 0xC0A80101;\n    packet.ip.dest_ip = 0xC0A80102;\n    \n    std::cout << \"Размер пакета: \" << sizeof(packet) << \" байт\" << std::endl;\n    std::cout << \"Ethertype: 0x\" << std::hex << packet.ethernet.ethertype << std::dec << std::endl;\n    std::cout << \"IP версия: \" << (packet.ip.version_ihl >> 4) << std::endl;\n    std::cout << \"Протокол: \" << (int)packet.ip.protocol << std::endl;\n    \n    return 0;\n}","explicit_std","unions","network_programming,packet_parsing,pragma_pack,memory_alignment,protocol_headers,ethertype,ipv4_header,std::memset,htonl,arpa_inet.h,cstdint"
#
"напиши программу с union для упаковки нескольких логических значений в один байт с использованием битовых полей","#include <iostream>\n#include <cstdint>\nusing namespace std;\n\nunion CompactFlags {\n    uint8_t byte;\n    struct {\n        uint8_t flag1 : 1;\n        uint8_t flag2 : 1;\n        uint8_t flag3 : 1;\n        uint8_t flag4 : 1;\n        uint8_t flag5 : 1;\n        uint8_t flag6 : 1;\n        uint8_t flag7 : 1;\n        uint8_t flag8 : 1;\n    } bits;\n    \n    void print_bits() const {\n        cout << \"Биты: \";\n        cout << bits.flag8 << bits.flag7 << bits.flag6 << bits.flag5\n             << bits.flag4 << bits.flag3 << bits.flag2 << bits.flag1;\n        cout << \" (байт: 0x\" << hex << (int)byte << dec << \")\" << endl;\n    }\n};\n\nint main() {\n    CompactFlags flags;\n    flags.byte = 0;\n    \n    flags.bits.flag1 = 1;\n    flags.bits.flag4 = 1;\n    flags.bits.flag8 = 1;\n    \n    cout << \"После установки флагов 1, 4 и 8:\" << endl;\n    flags.print_bits();\n    \n    flags.byte = 0xAA;\n    cout << \"\\nПосле установки байта 0xAA:\" << endl;\n    flags.print_bits();\n    \n    cout << \"\\nПроверка флагов:\" << endl;\n    cout << \"flag1: \" << (flags.bits.flag1 ? \"true\" : \"false\") << endl;\n    cout << \"flag2: \" << (flags.bits.flag2 ? \"true\" : \"false\") << endl;\n    \n    cout << \"\\nЭкономия памяти:\" << endl;\n    cout << \"Размер CompactFlags: \" << sizeof(CompactFlags) << \" байт\" << endl;\n    cout << \"8 отдельных bool заняли бы: \" << 8 * sizeof(bool) << \" байт\" << endl;\n    \n    return 0;\n}","using_namespace_std","unions","bit_fields,compact_flags,memory_optimization,uint8_t,boolean_packing,bitwise_storage,space_efficiency,binary_representation,cstdint"
"напиши программу с union для упаковки нескольких логических значений в один байт с использованием битовых полей без using namespace std","#include <iostream>\n#include <cstdint>\n\nunion CompactFlags {\n    uint8_t byte;\n    struct {\n        uint8_t flag1 : 1;\n        uint8_t flag2 : 1;\n        uint8_t flag3 : 1;\n        uint8_t flag4 : 1;\n        uint8_t flag5 : 1;\n        uint8_t flag6 : 1;\n        uint8_t flag7 : 1;\n        uint8_t flag8 : 1;\n    } bits;\n    \n    void print_bits() const {\n        std::cout << \"Биты: \";\n        std::cout << bits.flag8 << bits.flag7 << bits.flag6 << bits.flag5\n                  << bits.flag4 << bits.flag3 << bits.flag2 << bits.flag1;\n        std::cout << \" (байт: 0x\" << std::hex << (int)byte << std::dec << \")\" << std::endl;\n    }\n};\n\nint main() {\n    CompactFlags flags;\n    flags.byte = 0;\n    \n    flags.bits.flag1 = 1;\n    flags.bits.flag4 = 1;\n    flags.bits.flag8 = 1;\n    \n    std::cout << \"После установки флагов 1, 4 и 8:\" << std::endl;\n    flags.print_bits();\n    \n    flags.byte = 0xAA;\n    std::cout << \"\\nПосле установки байта 0xAA:\" << std::endl;\n    flags.print_bits();\n    \n    std::cout << \"\\nПроверка флагов:\" << std::endl;\n    std::cout << \"flag1: \" << (flags.bits.flag1 ? \"true\" : \"false\") << std::endl;\n    std::cout << \"flag2: \" << (flags.bits.flag2 ? \"true\" : \"false\") << std::endl;\n    \n    std::cout << \"\\nЭкономия памяти:\" << std::endl;\n    std::cout << \"Размер CompactFlags: \" << sizeof(CompactFlags) << \" байт\" << std::endl;\n    std::cout << \"8 отдельных bool заняли бы: \" << 8 * sizeof(bool) << \" байт\" << std::endl;\n    \n    return 0;\n}","explicit_std","unions","bit_fields,compact_flags,memory_optimization,uint8_t,boolean_packing,bitwise_storage,space_efficiency,binary_representation,cstdint"
#
"создай программу с union для представления координат в разных системах (декартовой и полярной)","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nunion Point {\n    struct { double x, y; } cartesian;\n    struct { double radius, angle; } polar;\n    \n    Point(double a, double b, bool is_polar = false) {\n        if (is_polar) {\n            polar.radius = a;\n            polar.angle = b;\n        } else {\n            cartesian.x = a;\n            cartesian.y = b;\n        }\n    }\n    \n    void convert_to_cartesian() {\n        double r = polar.radius;\n        double theta = polar.angle * M_PI / 180.0;\n        cartesian.x = r * cos(theta);\n        cartesian.y = r * sin(theta);\n    }\n    \n    void convert_to_polar() {\n        polar.radius = sqrt(cartesian.x * cartesian.x + cartesian.y * cartesian.y);\n        polar.angle = atan2(cartesian.y, cartesian.x) * 180.0 / M_PI;\n    }\n    \n    void print() {\n        cout << \"Декартовы: (\" << cartesian.x << \", \" << cartesian.y << \")\" << endl;\n        cout << \"Полярные: радиус=\" << polar.radius << \", угол=\" << polar.angle << \"°\" << endl;\n    }\n};\n\nint main() {\n    Point p1(3, 4);\n    p1.convert_to_polar();\n    \n    cout << \"Точка p1 (из декартовых):\" << endl;\n    p1.print();\n    \n    Point p2(5, 53.1301, true);\n    p2.convert_to_cartesian();\n    \n    cout << \"\\nТочка p2 (из полярных):\" << endl;\n    p2.print();\n    \n    cout << \"\\nДемонстрация перезаписи:\" << endl;\n    p1.cartesian.x = 10;\n    p1.cartesian.y = 0;\n    cout << \"После установки (10, 0):\" << endl;\n    p1.print();\n    \n    return 0;\n}","using_namespace_std","unions","coordinate_systems,cartesian_polar,math_conversions,cos_sin,atan2,sqrt,multiple_representations,trigonometry"
"создай программу с union для представления координат в разных системах (декартовой и полярной) без using namespace std","#include <iostream>\n#include <cmath>\n\nunion Point {\n    struct { double x, y; } cartesian;\n    struct { double radius, angle; } polar;\n    \n    Point(double a, double b, bool is_polar = false) {\n        if (is_polar) {\n            polar.radius = a;\n            polar.angle = b;\n        } else {\n            cartesian.x = a;\n            cartesian.y = b;\n        }\n    }\n    \n    void convert_to_cartesian() {\n        double r = polar.radius;\n        double theta = polar.angle * M_PI / 180.0;\n        cartesian.x = r * std::cos(theta);\n        cartesian.y = r * std::sin(theta);\n    }\n    \n    void convert_to_polar() {\n        polar.radius = std::sqrt(cartesian.x * cartesian.x + cartesian.y * cartesian.y);\n        polar.angle = std::atan2(cartesian.y, cartesian.x) * 180.0 / M_PI;\n    }\n    \n    void print() {\n        std::cout << \"Декартовы: (\" << cartesian.x << \", \" << cartesian.y << \")\" << std::endl;\n        std::cout << \"Полярные: радиус=\" << polar.radius << \", угол=\" << polar.angle << \"°\" << std::endl;\n    }\n};\n\nint main() {\n    Point p1(3, 4);\n    p1.convert_to_polar();\n    \n    std::cout << \"Точка p1 (из декартовых):\" << std::endl;\n    p1.print();\n    \n    Point p2(5, 53.1301, true);\n    p2.convert_to_cartesian();\n    \n    std::cout << \"\\nТочка p2 (из полярных):\" << std::endl;\n    p2.print();\n    \n    std::cout << \"\\nДемонстрация перезаписи:\" << std::endl;\n    p1.cartesian.x = 10;\n    p1.cartesian.y = 0;\n    std::cout << \"После установки (10, 0):\" << std::endl;\n    p1.print();\n    \n    return 0;\n}","explicit_std","unions","coordinate_systems,cartesian_polar,math_conversions,multiple_representations,trigonometry"
#
"реализуй программу с union для безопасного чтения разных форматов данных из буфера через указатели","#include <iostream>\n#include <cstring>\nusing namespace std;\n\nunion BufferReader {\n    char buffer[16];\n    \n    struct {\n        uint32_t magic_number;\n        uint16_t version;\n        uint16_t flags;\n        uint64_t timestamp;\n    } header;\n    \n    struct {\n        float x, y, z;\n        float w;\n    } quaternion;\n    \n    struct {\n        uint8_t r, g, b, a;\n        uint8_t pixels[12];\n    } pixel_data;\n};\n\nint main() {\n    BufferReader reader;\n    memset(reader.buffer, 0, sizeof(reader.buffer));\n    \n    // Заполняем как заголовок\n    reader.header.magic_number = 0xDEADBEEF;\n    reader.header.version = 0x0102;\n    reader.header.flags = 0x000F;\n    reader.header.timestamp = 0x123456789ABCDEF0;\n    \n    cout << \"Чтение как заголовок:\" << endl;\n    cout << \"Magic: 0x\" << hex << reader.header.magic_number << dec << endl;\n    cout << \"Version: 0x\" << hex << reader.header.version << dec << endl;\n    cout << \"Timestamp: 0x\" << hex << reader.header.timestamp << dec << endl;\n    \n    // Переинтерпретируем как quaternion\n    cout << \"\\nПереинтерпретация как quaternion:\" << endl;\n    reader.quaternion.x = 1.0f;\n    reader.quaternion.y = 0.5f;\n    reader.quaternion.z = 0.3f;\n    reader.quaternion.w = 0.8f;\n    \n    cout << \"Quaternion: [\" << reader.quaternion.x << \", \" \n         << reader.quaternion.y << \", \" << reader.quaternion.z \n         << \", \" << reader.quaternion.w << \"]\" << endl;\n    \n    // Снова как заголовок (данные испорчены)\n    cout << \"\\nЗаголовок после изменения (испорчен):\" << endl;\n    cout << \"Magic теперь: 0x\" << hex << reader.header.magic_number << dec << endl;\n    \n    return 0;\n}","using_namespace_std","unions","buffer_reading,pointer_aliasing,data_reinterpretation,structured_access,uint32_t,uint64_t,float_operations,memset,memory_overwrite"
"реализуй программу с union для безопасного чтения разных форматов данных из буфера через указатели без using namespace std","#include <iostream>\n#include <cstring>\n#include <cstdint>\n\nunion BufferReader {\n    char buffer[16];\n    \n    struct {\n        uint32_t magic_number;\n        uint16_t version;\n        uint16_t flags;\n        uint64_t timestamp;\n    } header;\n    \n    struct {\n        float x, y, z;\n        float w;\n    } quaternion;\n    \n    struct {\n        uint8_t r, g, b, a;\n        uint8_t pixels[12];\n    } pixel_data;\n};\n\nint main() {\n    BufferReader reader;\n    std::memset(reader.buffer, 0, sizeof(reader.buffer));\n    \n    reader.header.magic_number = 0xDEADBEEF;\n    reader.header.version = 0x0102;\n    reader.header.flags = 0x000F;\n    reader.header.timestamp = 0x123456789ABCDEF0;\n    \n    std::cout << \"Чтение как заголовок:\" << std::endl;\n    std::cout << \"Magic: 0x\" << std::hex << reader.header.magic_number << std::dec << std::endl;\n    std::cout << \"Version: 0x\" << std::hex << reader.header.version << std::dec << std::endl;\n    std::cout << \"Timestamp: 0x\" << std::hex << reader.header.timestamp << std::dec << std::endl;\n    \n    std::cout << \"\\nПереинтерпретация как quaternion:\" << std::endl;\n    reader.quaternion.x = 1.0f;\n    reader.quaternion.y = 0.5f;\n    reader.quaternion.z = 0.3f;\n    reader.quaternion.w = 0.8f;\n    \n    std::cout << \"Quaternion: [\" << reader.quaternion.x << \", \" \n              << reader.quaternion.y << \", \" << reader.quaternion.z \n              << \", \" << reader.quaternion.w << \"]\" << std::endl;\n    \n    std::cout << \"\\nЗаголовок после изменения (испорчен):\" << std::endl;\n    std::cout << \"Magic теперь: 0x\" << std::hex << reader.header.magic_number << std::dec << std::endl;\n    \n    return 0;\n}","explicit_std","unions","buffer_reading,pointer_aliasing,data_reinterpretation,structured_access,uint32_t,uint64_t,float_operations,std::memset,memory_overwrite,std::hex,std::dec"
#
"создай программу с union для реализации теговой структуры данных с деструктором для безопасной работы со строками","#include <iostream>\n#include <cstring>\nusing namespace std;\n\nstruct TaggedData {\n    enum DataType { INTEGER, DOUBLE, TEXT } type;\n    \n    union {\n        int int_value;\n        double double_value;\n        char* text_value;\n    };\n    \n    TaggedData(int val) : type(INTEGER) { int_value = val; }\n    TaggedData(double val) : type(DOUBLE) { double_value = val; }\n    TaggedData(const char* text) : type(TEXT) {\n        text_value = new char[strlen(text) + 1];\n        strcpy(text_value, text);\n    }\n    \n    ~TaggedData() {\n        if (type == TEXT) {\n            delete[] text_value;\n        }\n    }\n    \n    TaggedData(const TaggedData& other) : type(other.type) {\n        switch (type) {\n            case INTEGER: int_value = other.int_value; break;\n            case DOUBLE: double_value = other.double_value; break;\n            case TEXT: \n                text_value = new char[strlen(other.text_value) + 1];\n                strcpy(text_value, other.text_value);\n                break;\n        }\n    }\n    \n    void print() const {\n        switch (type) {\n            case INTEGER: cout << \"Integer: \" << int_value; break;\n            case DOUBLE: cout << \"Double: \" << double_value; break;\n            case TEXT: cout << \"Text: \\\"\" << text_value << \"\\\"\"; break;\n        }\n        cout << endl;\n    }\n};\n\nint main() {\n    TaggedData data1(42);\n    TaggedData data2(3.14159);\n    TaggedData data3(\"Hello World\");\n    \n    cout << \"Данные:\" << endl;\n    data1.print();\n    data2.print();\n    data3.print();\n    \n    TaggedData data4 = data3;\n    cout << \"\\nСкопированные данные:\" << endl;\n    data4.print();\n    \n    cout << \"\\nРазмер TaggedData: \" << sizeof(TaggedData) << \" байт\" << endl;\n    \n    return 0;\n}","using_namespace_std","unions","tagged_union,destructor,resource_management,dynamic_memory,new_delete,string_copying,copy_constructor,raii,deep_copy"
"создай программу с union для реализации теговой структуры данных с деструктором для безопасной работы со строками без using namespace std","#include <iostream>\n#include <cstring>\n\nstruct TaggedData {\n    enum DataType { INTEGER, DOUBLE, TEXT } type;\n    \n    union {\n        int int_value;\n        double double_value;\n        char* text_value;\n    };\n    \n    TaggedData(int val) : type(INTEGER) { int_value = val; }\n    TaggedData(double val) : type(DOUBLE) { double_value = val; }\n    TaggedData(const char* text) : type(TEXT) {\n        text_value = new char[std::strlen(text) + 1];\n        std::strcpy(text_value, text);\n    }\n    \n    ~TaggedData() {\n        if (type == TEXT) {\n            delete[] text_value;\n        }\n    }\n    \n    TaggedData(const TaggedData& other) : type(other.type) {\n        switch (type) {\n            case INTEGER: int_value = other.int_value; break;\n            case DOUBLE: double_value = other.double_value; break;\n            case TEXT: \n                text_value = new char[std::strlen(other.text_value) + 1];\n                std::strcpy(text_value, other.text_value);\n                break;\n        }\n    }\n    \n    void print() const {\n        switch (type) {\n            case INTEGER: std::cout << \"Integer: \" << int_value; break;\n            case DOUBLE: std::cout << \"Double: \" << double_value; break;\n            case TEXT: std::cout << \"Text: \\\"\" << text_value << \"\\\"\"; break;\n        }\n        std::cout << std::endl;\n    }\n};\n\nint main() {\n    TaggedData data1(42);\n    TaggedData data2(3.14159);\n    TaggedData data3(\"Hello World\");\n    \n    std::cout << \"Данные:\" << std::endl;\n    data1.print();\n    data2.print();\n    data3.print();\n    \n    TaggedData data4 = data3;\n    std::cout << \"\\nСкопированные данные:\" << std::endl;\n    data4.print();\n    \n    std::cout << \"\\nРазмер TaggedData: \" << sizeof(TaggedData) << \" байт\" << std::endl;\n    \n    return 0;\n}","explicit_std","unions","tagged_union,destructor,resource_management,dynamic_memory,new_delete,string_copying,copy_constructor,raii,deep_copy"
#
"реализуй программу с union для эмуляции вариантного типа с методами доступа и проверкой типа","#include <iostream>\n#include <string>\n#include <typeinfo>\nusing namespace std;\n\nstruct Variant {\n    enum Type { INT, FLOAT, STRING, INVALID } type;\n    \n    union {\n        int int_val;\n        float float_val;\n        char str_val[32];\n    };\n    \n    Variant() : type(INVALID) {}\n    Variant(int v) : type(INT) { int_val = v; }\n    Variant(float v) : type(FLOAT) { float_val = v; }\n    Variant(const string& s) : type(STRING) {\n        strncpy(str_val, s.c_str(), 31);\n        str_val[31] = '\\0';\n    }\n    \n    template<typename T>\n    bool is() const {\n        if constexpr (is_same_v<T, int>) return type == INT;\n        else if constexpr (is_same_v<T, float>) return type == FLOAT;\n        else if constexpr (is_same_v<T, string>) return type == STRING;\n        return false;\n    }\n    \n    template<typename T>\n    T get() const {\n        if (is<T>()) {\n            if constexpr (is_same_v<T, int>) return int_val;\n            else if constexpr (is_same_v<T, float>) return float_val;\n            else if constexpr (is_same_v<T, string>) return string(str_val);\n        }\n        throw runtime_error(\"Неверный тип\");\n    }\n};\n\nint main() {\n    Variant v1 = 42;\n    Variant v2 = 3.14f;\n    Variant v3 = string(\"Hello\");\n    \n    cout << \"Проверка типов:\" << endl;\n    cout << \"v1 is int: \" << boolalpha << v1.is<int>() << endl;\n    cout << \"v2 is float: \" << v2.is<float>() << endl;\n    cout << \"v3 is string: \" << v3.is<string>() << endl;\n    \n    cout << \"\\nЗначения:\" << endl;\n    cout << \"v1: \" << v1.get<int>() << endl;\n    cout << \"v2: \" << v2.get<float>() << endl;\n    cout << \"v3: \" << v3.get<string>() << endl;\n    \n    try {\n        v1.get<float>(); // Это выбросит исключение\n    } catch (const exception& e) {\n        cout << \"\\nОшибка: \" << e.what() << endl;\n    }\n    \n    return 0;\n}","using_namespace_std","unions","variant_type,template_methods,type_traits,constexpr,is_same_v,exception_handling,runtime_error,template_specialization"
"реализуй программу с union для эмуляции вариантного типа с методами доступа и проверкой типа без using namespace std","#include <iostream>\n#include <string>\n#include <cstring>\n#include <type_traits>\n#include <stdexcept>\n\nstruct Variant {\n    enum Type { INT, FLOAT, STRING, INVALID } type;\n    \n    union {\n        int int_val;\n        float float_val;\n        char str_val[32];\n    };\n    \n    Variant() : type(INVALID) {}\n    Variant(int v) : type(INT) { int_val = v; }\n    Variant(float v) : type(FLOAT) { float_val = v; }\n    Variant(const std::string& s) : type(STRING) {\n        std::strncpy(str_val, s.c_str(), 31);\n        str_val[31] = '\\0';\n    }\n    \n    template<typename T>\n    bool is() const {\n        if constexpr (std::is_same_v<T, int>) return type == INT;\n        else if constexpr (std::is_same_v<T, float>) return type == FLOAT;\n        else if constexpr (std::is_same_v<T, std::string>) return type == STRING;\n        return false;\n    }\n    \n    template<typename T>\n    T get() const {\n        if (is<T>()) {\n            if constexpr (std::is_same_v<T, int>) return int_val;\n            else if constexpr (std::is_same_v<T, float>) return float_val;\n            else if constexpr (std::is_same_v<T, std::string>) return std::string(str_val);\n        }\n        throw std::runtime_error(\"Неверный тип\");\n    }\n};\n\nint main() {\n    Variant v1 = 42;\n    Variant v2 = 3.14f;\n    Variant v3 = std::string(\"Hello\");\n    \n    std::cout << \"Проверка типов:\" << std::endl;\n    std::cout << \"v1 is int: \" << std::boolalpha << v1.is<int>() << std::endl;\n    std::cout << \"v2 is float: \" << v2.is<float>() << std::endl;\n    std::cout << \"v3 is string: \" << v3.is<std::string>() << std::endl;\n    \n    std::cout << \"\\nЗначения:\" << std::endl;\n    std::cout << \"v1: \" << v1.get<int>() << std::endl;\n    std::cout << \"v2: \" << v2.get<float>() << std::endl;\n    std::cout << \"v3: \" << v3.get<std::string>() << std::endl;\n    \n    try {\n        v1.get<float>();\n    } catch (const std::exception& e) {\n        std::cout << \"\\nОшибка: \" << e.what() << std::endl;\n    }\n    \n    return 0;\n}","explicit_std","unions","variant_type,template_methods,type_traits,constexpr,std::is_same_v,exception_handling,std::runtime_error,template_specialization,std::boolalpha"
#
"напиши программу с union для хранения комплексного числа в разных форматах (алгебраический и полярный)","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nunion ComplexNumber {\n    struct {\n        double real;\n        double imag;\n    } algebraic;\n    \n    struct {\n        double magnitude;\n        double phase;\n    } polar;\n    \n    ComplexNumber(double a = 0, double b = 0, bool is_polar = false) {\n        if (is_polar) {\n            polar.magnitude = a;\n            polar.phase = b;\n            convert_to_algebraic();\n        } else {\n            algebraic.real = a;\n            algebraic.imag = b;\n            convert_to_polar();\n        }\n    }\n    \n    void convert_to_polar() {\n        polar.magnitude = sqrt(algebraic.real * algebraic.real + algebraic.imag * algebraic.imag);\n        polar.phase = atan2(algebraic.imag, algebraic.real);\n    }\n    \n    void convert_to_algebraic() {\n        algebraic.real = polar.magnitude * cos(polar.phase);\n        algebraic.imag = polar.magnitude * sin(polar.phase);\n    }\n    \n    void print_algebraic() const {\n        cout << algebraic.real;\n        if (algebraic.imag >= 0) cout << \" + \" << algebraic.imag << \"i\";\n        else cout << \" - \" << -algebraic.imag << \"i\";\n    }\n    \n    void print_polar() const {\n        cout << polar.magnitude << \" * e^(i*\" << polar.phase << \")\";\n    }\n    \n    ComplexNumber conjugate() const {\n        return ComplexNumber(algebraic.real, -algebraic.imag);\n    }\n};\n\nint main() {\n    ComplexNumber z1(3, 4);\n    ComplexNumber z2(5, M_PI/3, true);\n    \n    cout << \"Комплексные числа:\" << endl;\n    cout << \"z1 = \"; z1.print_algebraic(); \n    cout << \" = \"; z1.print_polar(); cout << endl;\n    \n    cout << \"z2 = \"; z2.print_algebraic(); \n    cout << \" = \"; z2.print_polar(); cout << endl;\n    \n    cout << \"\\nСопряженное z1 = \";\n    z1.conjugate().print_algebraic();\n    cout << endl;\n    \n    cout << \"\\nРазмер ComplexNumber: \" << sizeof(ComplexNumber) << \" байт\" << endl;\n    \n    return 0;\n}","using_namespace_std","unions","complex_numbers,algebraic_polar,math_operations,conjugate,atan2,sqrt,complex_math,mathematics"
"напиши программу с union для хранения комплексного числа в разных форматах (алгебраический и полярный) без using namespace std","#include <iostream>\n#include <cmath>\n\nunion ComplexNumber {\n    struct {\n        double real;\n        double imag;\n    } algebraic;\n    \n    struct {\n        double magnitude;\n        double phase;\n    } polar;\n    \n    ComplexNumber(double a = 0, double b = 0, bool is_polar = false) {\n        if (is_polar) {\n            polar.magnitude = a;\n            polar.phase = b;\n            convert_to_algebraic();\n        } else {\n            algebraic.real = a;\n            algebraic.imag = b;\n            convert_to_polar();\n        }\n    }\n    \n    void convert_to_polar() {\n        polar.magnitude = std::sqrt(algebraic.real * algebraic.real + algebraic.imag * algebraic.imag);\n        polar.phase = std::atan2(algebraic.imag, algebraic.real);\n    }\n    \n    void convert_to_algebraic() {\n        algebraic.real = polar.magnitude * std::cos(polar.phase);\n        algebraic.imag = polar.magnitude * std::sin(polar.phase);\n    }\n    \n    void print_algebraic() const {\n        std::cout << algebraic.real;\n        if (algebraic.imag >= 0) std::cout << \" + \" << algebraic.imag << \"i\";\n        else std::cout << \" - \" << -algebraic.imag << \"i\";\n    }\n    \n    void print_polar() const {\n        std::cout << polar.magnitude << \" * e^(i*\" << polar.phase << \")\";\n    }\n    \n    ComplexNumber conjugate() const {\n        return ComplexNumber(algebraic.real, -algebraic.imag);\n    }\n};\n\nint main() {\n    ComplexNumber z1(3, 4);\n    ComplexNumber z2(5, M_PI/3, true);\n    \n    std::cout << \"Комплексные числа:\" << std::endl;\n    std::cout << \"z1 = \"; z1.print_algebraic(); \n    std::cout << \" = \"; z1.print_polar(); std::cout << std::endl;\n    \n    std::cout << \"z2 = \"; z2.print_algebraic(); \n    std::cout << \" = \"; z2.print_polar(); std::cout << std::endl;\n    \n    std::cout << \"\\nСопряженное z1 = \";\n    z1.conjugate().print_algebraic();\n    std::cout << std::endl;\n    \n    std::cout << \"\\nРазмер ComplexNumber: \" << sizeof(ComplexNumber) << \" байт\" << std::endl;\n    \n    return 0;\n}","explicit_std","unions","complex_numbers,algebraic_polar,math_operations,conjugate,std::atan2,std::sqrt,complex_math,mathematics"
#
